,تعداد نمونه ها,مقدار واقعی انتگرال,مقدار انتگرال با نمونه گیری ساده,مقدار انتگرال با نمونه گیری هوشمند,خطای آماری نمونه گیری ساده,خطای آماری نمونه گیری هوشمند,خطای واقعی نمونه گیری ساده,خطای واقعی نمونه گیری هوشمند,زمان اجرای نمونه گیری ساده,زمان اجرای نمونه گیری هوشمند
29,29100,0.8820813907624215,0.8801864509602739,0.8820840664724305,0.0020154091771796023,0.0015595246751125868,0.21482595846509484,0.0003033404895540127,0.0010240999999950873,0.0020426000000952627
30,30100,0.8820813907624215,0.886916150331308,0.8803334598318154,0.0019872219151966047,0.0015387361677030047,0.5481081019867754,0.19815982390188366,0.0010661999999683758,0.0020629000000553788
31,31100,0.8820813907624215,0.8783449735566494,0.8818100109969974,0.0019536131373733222,0.0015074318969860124,0.42359097980091887,0.030765841822098024,0.0012225999998918269,0.0021686999998564715
32,32100,0.8820813907624215,0.8852118782104886,0.8817097671370716,0.001931695699462157,0.001484932651074547,0.3548977997780093,0.04213031010989989,0.001099199999771372,0.0024142000002029818
33,33100,0.8820813907624215,0.8832829156481808,0.8819841001998159,0.0019000030440206896,0.0014658274262225226,0.1362147414447524,0.011029658217997762,0.001060200000210898,0.0022807999998804007
34,34100,0.8820813907624215,0.8775400641058138,0.8827920099023215,0.0018654290771128437,0.0014351109270322926,0.5148421340895213,0.08056162927162365,0.0012269000003470865,0.002348600000004808
35,35100,0.8820813907624215,0.8856917722397842,0.8817231875623087,0.001845451021000442,0.0014175883985610247,0.4093025332097858,0.0406088603460057,0.001175500000044849,0.002369799999996758
36,36100,0.8820813907624215,0.883702718288841,0.8812673205325486,0.0018160292908752029,0.0014029767365540738,0.1838070209165199,0.09228969553130036,0.001224499999807449,0.002464700000018638
37,37100,0.8820813907624215,0.8829933176455589,0.8849206337711109,0.0017911757712449972,0.0013700499797529848,0.103383530441463,0.32187993516508,0.0012447999997675652,0.0025234999998247076
38,38100,0.8820813907624215,0.8829322744374882,0.880655081248568,0.001766479807142624,0.0013653016532178695,0.09646317040327058,0.1616981753373987,0.001278799999909097,0.002583699999831879
39,39100,0.8820813907624215,0.8813341106811541,0.8838377007035761,0.0017489023368167892,0.001339393980120694,0.08471781505576795,0.19910973744005125,0.001309199999923294,0.0026736999998320243
40,40100,0.8820813907624215,0.8797387862119598,0.8813754862614362,0.0017152838631953782,0.0013302141575532674,0.26557691557657076,0.08002713903477139,0.0013466000000335043,0.0027251999999862164
41,41100,0.8820813907624215,0.882414177575595,0.8836979547018669,0.0017013187753162828,0.0013029992232191521,0.03772744971820119,0.18326698152514562,0.0013760000001639128,0.0027816000001621433
42,42100,0.8820813907624215,0.8759659063902172,0.8822093132691965,0.001674938760981867,0.0012977370683992708,0.6933015973637588,0.014502347302031716,0.001411400000051799,0.0029177000001254783
43,43100,0.8820813907624215,0.8830637959400657,0.883006889131156,0.0016603885328970946,0.0012788979678326222,0.11137352946478164,0.10492210564996816,0.001436900000044261,0.003419099999973696
44,44100,0.8820813907624215,0.8824757180111509,0.8820130514683083,0.0016448779860534226,0.0012680590507033922,0.04470417955292178,0.007747504349245819,0.0009129000000029919,0.002186600000186445
45,45100,0.8820813907624215,0.8814659815885654,0.8816884771931762,0.0016227514540441952,0.0012586765009556823,0.069767844589062,0.044543913221624584,0.0015407999999297317,0.003119199999673583
46,46100,0.8820813907624215,0.8827455912646468,0.8839317296661969,0.0016072238592792507,0.001230173110056035,0.07529923079446982,0.20976963386293251,0.0015447999999196327,0.0031367000001409906
47,47100,0.8820813907624215,0.8845700487862064,0.8828373839295341,0.0015952757732115833,0.0012182186920976184,0.28213473834129793,0.08570560211673596,0.0015708000000813627,0.0032129999999597203
48,48100,0.8820813907624215,0.8791625489552483,0.8826104085049735,0.0015716832645098194,0.0012128140779229803,0.33090390951909726,0.059973801521278174,0.0015985000000000582,0.0034482999999454478
49,49100,0.8820813907624215,0.8854395358737182,0.8834122554867881,0.001556168985178328,0.0011954706817103053,0.3807069445591666,0.1508777691383201,0.0016369999998460116,0.0033365999997840845
50,50100,0.8820813907624215,0.8851907802842974,0.88181354200006,0.0015377166938590953,0.0011890546205449422,0.3525059653722331,0.030365538278730588,0.001431800000318617,0.0029434999996738043
51,51100,0.8820813907624215,0.874363121904785,0.8826724100720544,0.0015213307769540551,0.0011750446008781004,0.8750064266705879,0.06700280901766412,0.0016934000000219385,0.0035144000003128895
52,52100,0.8820813907624215,0.8812100746130922,0.8812716700261819,0.001510834376216386,0.0011693862586977172,0.09877956370627214,0.09179660116622135,0.0017545000000609434,0.0036000999998577754
53,53100,0.8820813907624215,0.8863315917456441,0.8795663038891367,0.0014981713660081315,0.0011628463417785219,0.4818377337661507,0.28513093005067636,0.0017598999997971987,0.0036021000000800996
54,54100,0.8820813907624215,0.8795121872311312,0.8826128572802443,0.0014793181851982288,0.0011457536381246731,0.2912660394149835,0.060251414822774504,0.0017902999998113955,0.0036934999998265994
55,55100,0.8820813907624215,0.8827615473579248,0.8820419485686222,0.0014657756702651753,0.0011365886982783412,0.07710814473881554,0.00447149143065749,0.001836100000218721,0.0037944000000607048
56,56100,0.8820813907624215,0.8811253292839816,0.8815202906217889,0.0014550011415856423,0.0011240787391351868,0.1083869910931458,0.06361092598808986,0.001843999999891821,0.004095100000085949
57,57100,0.8820813907624215,0.8856560624017124,0.8825189703167625,0.0014413925171319038,0.0011130542980759188,0.40525417231635175,0.04960761658997976,0.0013866999997844687,0.0035899999998036947
58,58100,0.8820813907624215,0.8854791000730016,0.881137941335065,0.0014318360230934162,0.0011061936344238094,0.3851922675347729,0.10695718527075093,0.0019244999998591084,0.004028300000300078
59,59100,0.8820813907624215,0.8752916262758955,0.8834314654503891,0.0014160283456324362,0.0010912847697429912,0.7697435358722767,0.15305556857974548,0.001955900000211841,0.004081399999904534
60,60100,0.8820813907624215,0.8827005595505528,0.880640951802043,0.0014060808235284363,0.0010897905571137238,0.07019406537939896,0.16330000558491012,0.0021053000000392785,0.004162400000041089
61,61100,0.8820813907624215,0.8812747492680428,0.8828116811508948,0.0013897565175961777,0.0010738247617910178,0.09144751298760377,0.08279172377075701,0.0020124000002397224,0.0043978999997307255
62,62100,0.8820813907624215,0.8847696427509248,0.883714502747789,0.0013843423556735832,0.0010624059864569992,0.30476235148547187,0.185143004088982,0.0020463000000745524,0.004281600000012986
63,63100,0.8820813907624215,0.8797585240580252,0.8823297626249953,0.0013741320981217043,0.0010578175444330511,0.26333927103807764,0.028157476756094015,0.0021549999996750557,0.0046410999998443
64,64100,0.8820813907624215,0.8825729805147704,0.8805269901249484,0.0013589867926723034,0.001055132291042902,0.05573065677351632,0.1762196384315063,0.0018242999999529275,0.004437999999936437
65,65100,0.8820813907624215,0.8789141187419334,0.8818259465369563,0.0013481583139230166,0.0010439767953448393,0.3590680013950361,0.028959257971013768,0.0020893999999316293,0.004424499999913678
66,66100,0.8820813907624215,0.8811203574786691,0.8826545905805282,0.0013392451385923591,0.0010345763284395106,0.10895063582757906,0.06498264492477508,0.002177999999730673,0.004537799999980052
67,67100,0.8820813907624215,0.8810773275091959,0.8818801678267371,0.0013313218119084193,0.00102809113666112,0.11382886701167183,0.022812286688255544,0.002211499999702937,0.004546299999674375
68,68100,0.8820813907624215,0.8820122022252378,0.8819845864030228,0.0013185805905178878,0.0010208721279518379,0.007843781527228123,0.010974538224309056,0.0022361999999702675,0.0059725999999500345
69,69100,0.8820813907624215,0.8809048990310766,0.8842750152893372,0.0013111537892704056,0.0010068671206208135,0.13337677720737737,0.24868731501291302,0.0023605000001225562,0.0048696999997446255
70,70100,0.8820813907624215,0.8824005708235837,0.8824811770008373,0.0013044951296489193,0.0010048068150207926,0.03618487641897531,0.045323055514207365,0.0019428999999036023,0.004270500000075117
71,71100,0.8820813907624215,0.8797364677721372,0.8827888635450087,0.0012921106194254167,0.0009979043871405505,0.26583975297988166,0.08020493233347824,0.0021608000001833716,0.004949499999838736
72,72100,0.8820813907624215,0.888484357744947,0.8819941250038992,0.0012845306878468902,0.0009895427445886617,0.7258929901005111,0.009893163991015778,0.0027744999997594277,0.005010699999729695
73,73100,0.8820813907624215,0.880705287910132,0.882938412676972,0.0012752849341700013,0.0009820227806816306,0.156006335322422,0.09715905170720614,0.004065600000103586,0.006953799999791954
74,74100,0.8820813907624215,0.8835817466231318,0.8825762084152284,0.001263999455291402,0.0009770945964452087,0.1700926781159578,0.05609659811315233,0.0018205000001216831,0.0037284999998519197
75,75100,0.8820813907624215,0.8894268997789837,0.8829473144394845,0.0012645197646018404,0.0009705726428522889,0.8327473058028266,0.09816822870670656,0.002475899999808462,0.005025999999816122
76,76100,0.8820813907624215,0.8795968207109369,0.8820487788031337,0.0012480690685599722,0.0009635188652998504,0.28167129218507725,0.003697159879956612,0.0031084000002010725,0.005106099999920843
77,77100,0.8820813907624215,0.884608098975488,0.8819390423086543,0.001240466604344233,0.0009577027139651822,0.286448420693072,0.01613779128071417,0.0019445000002633606,0.0044186999998601095
78,78100,0.8820813907624215,0.8840679182143961,0.8821664967267693,0.0012341226295825983,0.0009536488029427664,0.2252090875942346,0.009648311962933684,0.001929399999880843,0.004767800000081479
79,79100,0.8820813907624215,0.8827021222621216,0.8815541311982248,0.0012252142826032532,0.0009471848233576248,0.07037122721334986,0.059774479965053286,0.004353499999979249,0.005469900000207417
80,80100,0.8820813907624215,0.8848914625397141,0.8821829307176267,0.0012193043750337946,0.0009364935356526946,0.3185728444926908,0.011511404306733601,0.002146999999695254,0.005170999999791093
81,81100,0.8820813907624215,0.8797592093729792,0.8815995389626078,0.0012086556829689142,0.0009355986181684631,0.26326157809940054,0.05462668239687755,0.0024168999998437357,0.004878399999597605
82,82100,0.8820813907624215,0.88001121394781,0.8826929335113798,0.0012015809730605443,0.0009272425296626811,0.2346922672092855,0.06932951486819897,0.002815600000303675,0.006212900000264199
83,83100,0.8820813907624215,0.8854386677306862,0.8823111294280382,0.0011989120936577544,0.0009225059891681631,0.38060852472614454,0.0260450643242949,0.0030977000001257693,0.006598800000119809
84,84100,0.8820813907624215,0.8814819344948047,0.8820778509475986,0.0011887134896192998,0.0009183509331263264,0.06795929195362341,0.0004013025169784597,0.0019437000000834814,0.007558099999641854
85,85100,0.8820813907624215,0.8831706386464839,0.8816074995847656,0.0011828741467993572,0.0009128625027871734,0.12348609725468868,0.05372420080717775,0.002371300000049814,0.008056799999849318
86,86100,0.8820813907624215,0.8810761858835622,0.8842325436715601,0.0011748293647224693,0.0009026739236017785,0.11395829108133812,0.24387238316854773,0.0032974999999169086,0.00712969999995039
87,87100,0.8820813907624215,0.8816185244302258,0.882511203603762,0.001166800328447916,0.0009004790271281807,0.05247433366615364,0.04872711813690629,0.002870700000130455,0.008029500000247936
88,88100,0.8820813907624215,0.8832045280575255,0.8826319493358997,0.0011605255844193715,0.0008960070244036386,0.12732807957020392,0.06241584724991379,0.0022863999997753126,0.006914000000051601
89,89100,0.8820813907624215,0.8785528676770902,0.8824838131353325,0.0011537635504728846,0.0008868852591882808,0.40002239275011825,0.04562190939808423,0.0036356000000523636,0.007952100000238715
90,90100,0.8820813907624215,0.8819737764909927,0.8830873352387324,0.001147981846531412,0.0008823136603022829,0.012200038744246295,0.11404213793030807,0.0036621999997805688,0.007619500000146218
91,91100,0.8820813907624215,0.8829498447596007,0.8820624060188975,0.0011433177587907373,0.0008807908821140012,0.09845508660244165,0.0021522666414728977,0.003901600000062899,0.008542800000213902
92,92100,0.8820813907624215,0.8801465444067325,0.883274544730983,0.0011364085537395058,0.0008732130465627498,0.21935009353464616,0.13526574543536854,0.003762800000004063,0.008084300000064104
93,93100,0.8820813907624215,0.882389270162016,0.882421228046671,0.0011288617116263406,0.000872808647737682,0.034903740495909386,0.03852674909689803,0.004055300000345596,0.00889900000038324
94,94100,0.8820813907624215,0.8797237165197208,0.8820249199213974,0.0011209632423423838,0.0008653697174131728,0.2672853398100694,0.006401998910248424,0.003218999999717198,0.00893469999982699
95,95100,0.8820813907624215,0.8850232083601665,0.8814251841459054,0.0011190651750103376,0.0008646293282546573,0.3335086340731189,0.07439297817505483,0.00391780000018116,0.008474300000216317
96,96100,0.8820813907624215,0.884099520869696,0.8813471942403329,0.001112364711150466,0.0008615048782249042,0.22879182447439636,0.08323455519836062,0.0033181999997395906,0.010586200000034296
97,97100,0.8820813907624215,0.8836832353332892,0.8834918055728898,0.0011079455776454774,0.0008501100865865017,0.1815982728626783,0.15989622105610185,0.003056999999898835,0.010139600000002247
98,98100,0.8820813907624215,0.87816451835158,0.8825072194280218,0.001098583351556339,0.0008492590503548711,0.4440488657691739,0.04827543921227,0.004125400000248192,0.009315300000253046
99,99100,0.8820813907624215,0.8852130420949704,0.8813749535689913,0.0010954923463845868,0.0008446779260750964,0.35502974729373526,0.08008752943077237,0.0041270000001532026,0.008799400000043534
